example_id                                                                 | status | run_time        |
./spec/graphql/types/tfl/entities/additional_properties_type_spec.rb[1:2]  | passed | 0.00056 seconds |
./spec/graphql/types/tfl/entities/additional_properties_type_spec.rb[1:3]  | passed | 0.00055 seconds |
./spec/graphql/types/tfl/entities/additional_properties_type_spec.rb[1:4]  | passed | 0.00069 seconds |
./spec/graphql/types/tfl/entities/additional_properties_type_spec.rb[1:5]  | passed | 0.00055 seconds |
./spec/graphql/types/tfl/entities/crowding_type_spec.rb[1:1]               | passed | 0.00063 seconds |
./spec/graphql/types/tfl/entities/crowding_type_spec.rb[1:2]               | passed | 0.0007 seconds  |
./spec/graphql/types/tfl/entities/line_type_spec.rb[1:1]                   | passed | 0.00059 seconds |
./spec/graphql/types/tfl/entities/line_type_spec.rb[1:2]                   | passed | 0.00054 seconds |
./spec/graphql/types/tfl/entities/line_type_spec.rb[1:3]                   | passed | 0.00058 seconds |
./spec/graphql/types/tfl/entities/line_type_spec.rb[1:4]                   | passed | 0.00087 seconds |
./spec/graphql/types/tfl/entities/line_type_spec.rb[1:5]                   | passed | 0.00058 seconds |
./spec/graphql/types/tfl/entities/line_type_spec.rb[1:6]                   | passed | 0.00055 seconds |
./spec/graphql/types/tfl/entities/line_type_spec.rb[1:7]                   | passed | 0.00053 seconds |
./spec/graphql/types/tfl/entities/line_type_spec.rb[1:8]                   | passed | 0.00078 seconds |
./spec/graphql/types/tfl/entities/line_type_spec.rb[1:9]                   | passed | 0.00096 seconds |
./spec/graphql/types/tfl/entities/mode_type_spec.rb[1:1]                   | passed | 0.00056 seconds |
./spec/graphql/types/tfl/entities/mode_type_spec.rb[1:2]                   | passed | 0.00053 seconds |
./spec/graphql/types/tfl/entities/mode_type_spec.rb[1:3]                   | passed | 0.00061 seconds |
./spec/graphql/types/tfl/entities/mode_type_spec.rb[1:4]                   | passed | 0.00057 seconds |
./spec/graphql/types/tfl/entities/passenger_flow_type_spec.rb[1:1]         | passed | 0.00055 seconds |
./spec/graphql/types/tfl/entities/passenger_flow_type_spec.rb[1:2]         | passed | 0.00065 seconds |
./spec/graphql/types/tfl/entities/place_type_spec.rb[1:1]                  | passed | 0.00088 seconds |
./spec/graphql/types/tfl/entities/place_type_spec.rb[1:2]                  | passed | 0.00099 seconds |
./spec/graphql/types/tfl/entities/place_type_spec.rb[1:3]                  | passed | 0.00058 seconds |
./spec/graphql/types/tfl/entities/place_type_spec.rb[1:4]                  | passed | 0.00053 seconds |
./spec/graphql/types/tfl/entities/place_type_spec.rb[1:5]                  | passed | 0.00066 seconds |
./spec/graphql/types/tfl/entities/place_type_spec.rb[1:6]                  | passed | 0.00056 seconds |
./spec/graphql/types/tfl/entities/place_type_spec.rb[1:7]                  | passed | 0.00067 seconds |
./spec/graphql/types/tfl/entities/place_type_spec.rb[1:8]                  | passed | 0.00058 seconds |
./spec/graphql/types/tfl/entities/place_type_spec.rb[1:9]                  | passed | 0.00061 seconds |
./spec/graphql/types/tfl/entities/place_type_spec.rb[1:10]                 | passed | 0.00056 seconds |
./spec/graphql/types/time_adjustment_type_spec.rb[1:1]                     | passed | 0.00057 seconds |
./spec/graphql/types/time_adjustment_type_spec.rb[1:2]                     | passed | 0.00052 seconds |
./spec/graphql/types/time_adjustment_type_spec.rb[1:3]                     | passed | 0.00059 seconds |
./spec/graphql/types/time_adjustment_type_spec.rb[1:4]                     | passed | 0.00053 seconds |
./spec/graphql/types/time_adjustments_type_spec.rb[1:1]                    | passed | 0.00052 seconds |
./spec/graphql/types/time_adjustments_type_spec.rb[1:2]                    | passed | 0.00056 seconds |
./spec/graphql/types/time_adjustments_type_spec.rb[1:3]                    | passed | 0.00069 seconds |
./spec/graphql/types/time_adjustments_type_spec.rb[1:4]                    | passed | 0.00056 seconds |
./spec/graphql/types/track_type_spec.rb[1:1]                               | passed | 0.00046 seconds |
./spec/graphql/types/track_type_spec.rb[1:2]                               | passed | 0.00052 seconds |
./spec/graphql/types/track_type_spec.rb[1:3]                               | passed | 0.00051 seconds |
./spec/graphql/types/track_type_spec.rb[1:4]                               | passed | 0.00046 seconds |
./spec/graphql/types/track_type_spec.rb[1:5]                               | passed | 0.00051 seconds |
./spec/graphql/types/track_type_spec.rb[1:6]                               | passed | 0.00056 seconds |
./spec/graphql/types/track_type_spec.rb[1:7]                               | passed | 0.0005 seconds  |
./spec/graphql/types/track_type_spec.rb[1:8]                               | passed | 0.00047 seconds |
./spec/graphql/types/track_type_spec.rb[1:9]                               | passed | 0.00046 seconds |
./spec/graphql/types/train_loading_type_spec.rb[1:1]                       | passed | 0.00055 seconds |
./spec/graphql/types/train_loading_type_spec.rb[1:2]                       | passed | 0.00052 seconds |
./spec/graphql/types/train_loading_type_spec.rb[1:3]                       | passed | 0.0007 seconds  |
./spec/graphql/types/train_loading_type_spec.rb[1:4]                       | passed | 0.00053 seconds |
./spec/graphql/types/train_loading_type_spec.rb[1:5]                       | passed | 0.00055 seconds |
./spec/graphql/types/train_loading_type_spec.rb[1:6]                       | passed | 0.00054 seconds |
./spec/graphql/types/train_loading_type_spec.rb[1:7]                       | passed | 0.00057 seconds |
./spec/graphql/types/validity_period_type_spec.rb[1:1]                     | passed | 0.0006 seconds  |
./spec/graphql/types/validity_period_type_spec.rb[1:2]                     | passed | 0.00058 seconds |
./spec/graphql/types/validity_period_type_spec.rb[1:3]                     | passed | 0.00057 seconds |
./spec/requests/graphql/journey_meta_modes_spec.rb[1:1:1]                  | passed | 0.01699 seconds |
./spec/requests/graphql/journey_meta_modes_spec.rb[1:1:2]                  | passed | 0.03716 seconds |
